"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","HOUSECOST","REAL","IDX2015","Q","1999-Q1",84.5895682218727,
"NLD","HOUSECOST","REAL","IDX2015","Q","1999-Q2",87.9852785798596,
"NLD","HOUSECOST","REAL","IDX2015","Q","1999-Q3",91.3730827777198,
"NLD","HOUSECOST","REAL","IDX2015","Q","1999-Q4",95.6561608545102,
"NLD","HOUSECOST","REAL","IDX2015","Q","2000-Q1",98.3099453081611,
"NLD","HOUSECOST","REAL","IDX2015","Q","2000-Q2",101.750978018132,
"NLD","HOUSECOST","REAL","IDX2015","Q","2000-Q3",105.168078480554,
"NLD","HOUSECOST","REAL","IDX2015","Q","2000-Q4",107.514619731714,
"NLD","HOUSECOST","REAL","IDX2015","Q","2001-Q1",108.504359895023,
"NLD","HOUSECOST","REAL","IDX2015","Q","2001-Q2",110.513387929002,
"NLD","HOUSECOST","REAL","IDX2015","Q","2001-Q3",112.431565384334,
"NLD","HOUSECOST","REAL","IDX2015","Q","2001-Q4",112.808345637469,
"NLD","HOUSECOST","REAL","IDX2015","Q","2002-Q1",113.672193665727,
"NLD","HOUSECOST","REAL","IDX2015","Q","2002-Q2",114.145374056714,
"NLD","HOUSECOST","REAL","IDX2015","Q","2002-Q3",114.696838190764,
"NLD","HOUSECOST","REAL","IDX2015","Q","2002-Q4",114.781466906296,
"NLD","HOUSECOST","REAL","IDX2015","Q","2003-Q1",114.973994693378,
"NLD","HOUSECOST","REAL","IDX2015","Q","2003-Q2",115.816196251229,
"NLD","HOUSECOST","REAL","IDX2015","Q","2003-Q3",115.421907306998,
"NLD","HOUSECOST","REAL","IDX2015","Q","2003-Q4",116.786968237055,
"NLD","HOUSECOST","REAL","IDX2015","Q","2004-Q1",118.519192613924,
"NLD","HOUSECOST","REAL","IDX2015","Q","2004-Q2",118.570824000582,
"NLD","HOUSECOST","REAL","IDX2015","Q","2004-Q3",119.131948610203,
"NLD","HOUSECOST","REAL","IDX2015","Q","2004-Q4",120.138227386305,
"NLD","HOUSECOST","REAL","IDX2015","Q","2005-Q1",120.868479595909,
"NLD","HOUSECOST","REAL","IDX2015","Q","2005-Q2",121.17266699948,
"NLD","HOUSECOST","REAL","IDX2015","Q","2005-Q3",121.552438707024,
"NLD","HOUSECOST","REAL","IDX2015","Q","2005-Q4",122.103889153264,
"NLD","HOUSECOST","REAL","IDX2015","Q","2006-Q1",121.949645793045,
"NLD","HOUSECOST","REAL","IDX2015","Q","2006-Q2",123.035334597325,
"NLD","HOUSECOST","REAL","IDX2015","Q","2006-Q3",123.245318952052,
"NLD","HOUSECOST","REAL","IDX2015","Q","2006-Q4",124.759755453029,
"NLD","HOUSECOST","REAL","IDX2015","Q","2007-Q1",125.268228853178,
"NLD","HOUSECOST","REAL","IDX2015","Q","2007-Q2",125.958130309378,
"NLD","HOUSECOST","REAL","IDX2015","Q","2007-Q3",127.362157487155,
"NLD","HOUSECOST","REAL","IDX2015","Q","2007-Q4",127.882660828334,
"NLD","HOUSECOST","REAL","IDX2015","Q","2008-Q1",126.58501517151,
"NLD","HOUSECOST","REAL","IDX2015","Q","2008-Q2",126.639029976763,
"NLD","HOUSECOST","REAL","IDX2015","Q","2008-Q3",127.480925703231,
"NLD","HOUSECOST","REAL","IDX2015","Q","2008-Q4",126.340621768482,
"NLD","HOUSECOST","REAL","IDX2015","Q","2009-Q1",125.535320496854,
"NLD","HOUSECOST","REAL","IDX2015","Q","2009-Q2",123.786763725734,
"NLD","HOUSECOST","REAL","IDX2015","Q","2009-Q3",121.387160732669,
"NLD","HOUSECOST","REAL","IDX2015","Q","2009-Q4",121.097123093212,
"NLD","HOUSECOST","REAL","IDX2015","Q","2010-Q1",119.765167651797,
"NLD","HOUSECOST","REAL","IDX2015","Q","2010-Q2",120.013914634352,
"NLD","HOUSECOST","REAL","IDX2015","Q","2010-Q3",118.399071793553,
"NLD","HOUSECOST","REAL","IDX2015","Q","2010-Q4",117.340622155665,
"NLD","HOUSECOST","REAL","IDX2015","Q","2011-Q1",116.848806966243,
"NLD","HOUSECOST","REAL","IDX2015","Q","2011-Q2",115.048969655415,
"NLD","HOUSECOST","REAL","IDX2015","Q","2011-Q3",113.345925658024,
"NLD","HOUSECOST","REAL","IDX2015","Q","2011-Q4",111.179406782514,
"NLD","HOUSECOST","REAL","IDX2015","Q","2012-Q1",108.996821075026,
"NLD","HOUSECOST","REAL","IDX2015","Q","2012-Q2",107.301834803465,
"NLD","HOUSECOST","REAL","IDX2015","Q","2012-Q3",102.254607269002,
"NLD","HOUSECOST","REAL","IDX2015","Q","2012-Q4",101.81833445171,
"NLD","HOUSECOST","REAL","IDX2015","Q","2013-Q1",98.1153928604529,
"NLD","HOUSECOST","REAL","IDX2015","Q","2013-Q2",96.4121303305412,
"NLD","HOUSECOST","REAL","IDX2015","Q","2013-Q3",96.225206642706,
"NLD","HOUSECOST","REAL","IDX2015","Q","2013-Q4",96.33049248424,
"NLD","HOUSECOST","REAL","IDX2015","Q","2014-Q1",95.8150463835595,
"NLD","HOUSECOST","REAL","IDX2015","Q","2014-Q2",96.7930313588785,
"NLD","HOUSECOST","REAL","IDX2015","Q","2014-Q3",96.6012090290935,
"NLD","HOUSECOST","REAL","IDX2015","Q","2014-Q4",97.6542992125407,
"NLD","HOUSECOST","REAL","IDX2015","Q","2015-Q1",99.3058573567453,
"NLD","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.4551277626677,
"NLD","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.149204128499,
"NLD","HOUSECOST","REAL","IDX2015","Q","2015-Q4",101.089810752088,
"NLD","HOUSECOST","REAL","IDX2015","Q","2016-Q1",102.567348307346,
"NLD","HOUSECOST","REAL","IDX2015","Q","2016-Q2",103.320764122339,
"NLD","HOUSECOST","REAL","IDX2015","Q","2016-Q3",105.274063948019,
"NLD","HOUSECOST","REAL","IDX2015","Q","2016-Q4",106.64801059157,
"NLD","HOUSECOST","REAL","IDX2015","Q","2017-Q1",107.841805440863,
"NLD","HOUSECOST","REAL","IDX2015","Q","2017-Q2",109.799611734425,
"NLD","HOUSECOST","REAL","IDX2015","Q","2017-Q3",111.305748860829,
"NLD","HOUSECOST","REAL","IDX2015","Q","2017-Q4",114.335553104609,
"NLD","HOUSECOST","REAL","IDX2015","Q","2018-Q1",115.832576962682,
"NLD","HOUSECOST","REAL","IDX2015","Q","2018-Q2",117.403358701578,
"NLD","HOUSECOST","REAL","IDX2015","Q","2018-Q3",119.971463759758,
"NLD","HOUSECOST","REAL","IDX2015","Q","2018-Q4",121.570265603356,
"NLD","HOUSECOST","REAL","IDX2015","Q","2019-Q1",122.601296051509,
"NLD","HOUSECOST","REAL","IDX2015","Q","2019-Q2",124.199638951241,
"NLD","HOUSECOST","REAL","IDX2015","Q","2019-Q3",124.438439686009,
"NLD","HOUSECOST","REAL","IDX2015","Q","2019-Q4",126.381663476201,
"NLD","HOUSECOST","REAL","IDX2015","Q","2020-Q1",127.875650858094,
"NLD","HOUSECOST","REAL","IDX2015","Q","2020-Q2",130.917488870544,
"NLD","HOUSECOST","REAL","IDX2015","Q","2020-Q3",134.034625220559,
"ESP","HOUSECOST","REAL","IDX2015","Q","1971-Q1",36.822711502246,
"ESP","HOUSECOST","REAL","IDX2015","Q","1971-Q2",35.6354280671341,
"ESP","HOUSECOST","REAL","IDX2015","Q","1971-Q3",34.3937711787236,
"ESP","HOUSECOST","REAL","IDX2015","Q","1971-Q4",33.7105793833169,
"ESP","HOUSECOST","REAL","IDX2015","Q","1972-Q1",33.5971996409988,
"ESP","HOUSECOST","REAL","IDX2015","Q","1972-Q2",34.0753361759678,
"ESP","HOUSECOST","REAL","IDX2015","Q","1972-Q3",34.8415977204366,
"ESP","HOUSECOST","REAL","IDX2015","Q","1972-Q4",35.8093005734936,
"ESP","HOUSECOST","REAL","IDX2015","Q","1973-Q1",36.5001934830144,
"ESP","HOUSECOST","REAL","IDX2015","Q","1973-Q2",37.1304889765337,
"ESP","HOUSECOST","REAL","IDX2015","Q","1973-Q3",37.9244704402357,
"ESP","HOUSECOST","REAL","IDX2015","Q","1973-Q4",39.2775599062535,
"ESP","HOUSECOST","REAL","IDX2015","Q","1974-Q1",41.6854670551613,
"ESP","HOUSECOST","REAL","IDX2015","Q","1974-Q2",43.4758377598601,
"ESP","HOUSECOST","REAL","IDX2015","Q","1974-Q3",44.8081142041207,
"ESP","HOUSECOST","REAL","IDX2015","Q","1974-Q4",44.8235495832955,
"ESP","HOUSECOST","REAL","IDX2015","Q","1975-Q1",43.219894657662,
"ESP","HOUSECOST","REAL","IDX2015","Q","1975-Q2",41.460089359858,
"ESP","HOUSECOST","REAL","IDX2015","Q","1975-Q3",39.8113654887088,
"ESP","HOUSECOST","REAL","IDX2015","Q","1975-Q4",39.0070038013955,
"ESP","HOUSECOST","REAL","IDX2015","Q","1976-Q1",38.9661033807211,
"ESP","HOUSECOST","REAL","IDX2015","Q","1976-Q2",40.1107705602608,
"ESP","HOUSECOST","REAL","IDX2015","Q","1976-Q3",41.6073856172775,
"ESP","HOUSECOST","REAL","IDX2015","Q","1976-Q4",42.995595704213,
"ESP","HOUSECOST","REAL","IDX2015","Q","1977-Q1",44.1955176100008,
"ESP","HOUSECOST","REAL","IDX2015","Q","1977-Q2",44.7900910431491,
"ESP","HOUSECOST","REAL","IDX2015","Q","1977-Q3",45.3031819788603,
"ESP","HOUSECOST","REAL","IDX2015","Q","1977-Q4",46.5191434661984,
"ESP","HOUSECOST","REAL","IDX2015","Q","1978-Q1",49.0799586330668,
"ESP","HOUSECOST","REAL","IDX2015","Q","1978-Q2",50.5207164494365,
"ESP","HOUSECOST","REAL","IDX2015","Q","1978-Q3",51.1398146669738,
"ESP","HOUSECOST","REAL","IDX2015","Q","1978-Q4",50.8194353214303,
"ESP","HOUSECOST","REAL","IDX2015","Q","1979-Q1",48.9915543949007,
"ESP","HOUSECOST","REAL","IDX2015","Q","1979-Q2",46.8235462278616,
"ESP","HOUSECOST","REAL","IDX2015","Q","1979-Q3",44.3949971302721,
"ESP","HOUSECOST","REAL","IDX2015","Q","1979-Q4",42.4554676414018,
"ESP","HOUSECOST","REAL","IDX2015","Q","1980-Q1",41.6957198759838,
"ESP","HOUSECOST","REAL","IDX2015","Q","1980-Q2",41.0167830302018,
"ESP","HOUSECOST","REAL","IDX2015","Q","1980-Q3",41.5391637208285,
"ESP","HOUSECOST","REAL","IDX2015","Q","1980-Q4",41.0394481248376,
"ESP","HOUSECOST","REAL","IDX2015","Q","1981-Q1",40.641623329851,
"ESP","HOUSECOST","REAL","IDX2015","Q","1981-Q2",38.8766453675045,
"ESP","HOUSECOST","REAL","IDX2015","Q","1981-Q3",38.1182536037766,
"ESP","HOUSECOST","REAL","IDX2015","Q","1981-Q4",36.2820452790389,
"ESP","HOUSECOST","REAL","IDX2015","Q","1982-Q1",35.0733963361454,
"ESP","HOUSECOST","REAL","IDX2015","Q","1982-Q2",34.3603364872113,
"ESP","HOUSECOST","REAL","IDX2015","Q","1982-Q3",34.4547384885985,
"ESP","HOUSECOST","REAL","IDX2015","Q","1982-Q4",34.9534374365939,
"ESP","HOUSECOST","REAL","IDX2015","Q","1983-Q1",36.5507202654106,
"ESP","HOUSECOST","REAL","IDX2015","Q","1983-Q2",36.8038039091999,
"ESP","HOUSECOST","REAL","IDX2015","Q","1983-Q3",37.1589325400559,
"ESP","HOUSECOST","REAL","IDX2015","Q","1983-Q4",37.0213810516466,
"ESP","HOUSECOST","REAL","IDX2015","Q","1984-Q1",36.2157346875106,
"ESP","HOUSECOST","REAL","IDX2015","Q","1984-Q2",35.6167115361776,
"ESP","HOUSECOST","REAL","IDX2015","Q","1984-Q3",35.6141464609573,
"ESP","HOUSECOST","REAL","IDX2015","Q","1984-Q4",36.1030529173511,
"ESP","HOUSECOST","REAL","IDX2015","Q","1985-Q1",36.7757309035604,
"ESP","HOUSECOST","REAL","IDX2015","Q","1985-Q2",36.3104763462418,
"ESP","HOUSECOST","REAL","IDX2015","Q","1985-Q3",36.6328991161483,
"ESP","HOUSECOST","REAL","IDX2015","Q","1985-Q4",36.3663435694774,
"ESP","HOUSECOST","REAL","IDX2015","Q","1986-Q1",35.8140920000849,
"ESP","HOUSECOST","REAL","IDX2015","Q","1986-Q2",36.7648066049236,
"ESP","HOUSECOST","REAL","IDX2015","Q","1986-Q3",39.247579065842,
"ESP","HOUSECOST","REAL","IDX2015","Q","1986-Q4",42.0840598644165,
"ESP","HOUSECOST","REAL","IDX2015","Q","1987-Q1",46.8991952128789,
"ESP","HOUSECOST","REAL","IDX2015","Q","1987-Q2",49.1972130967152,
"ESP","HOUSECOST","REAL","IDX2015","Q","1987-Q3",52.9954393198822,
"ESP","HOUSECOST","REAL","IDX2015","Q","1987-Q4",56.2685570184377,
"ESP","HOUSECOST","REAL","IDX2015","Q","1988-Q1",58.2021026296287,
"ESP","HOUSECOST","REAL","IDX2015","Q","1988-Q2",61.3046272363817,
"ESP","HOUSECOST","REAL","IDX2015","Q","1988-Q3",62.893146667949,
"ESP","HOUSECOST","REAL","IDX2015","Q","1988-Q4",65.7641717457412,
"ESP","HOUSECOST","REAL","IDX2015","Q","1989-Q1",68.1387628793989,
"ESP","HOUSECOST","REAL","IDX2015","Q","1989-Q2",70.9252834598123,
"ESP","HOUSECOST","REAL","IDX2015","Q","1989-Q3",73.3258027429958,
"ESP","HOUSECOST","REAL","IDX2015","Q","1989-Q4",74.9718418096498,
"ESP","HOUSECOST","REAL","IDX2015","Q","1990-Q1",77.1503728164988,
"ESP","HOUSECOST","REAL","IDX2015","Q","1990-Q2",77.2409204780752,
"ESP","HOUSECOST","REAL","IDX2015","Q","1990-Q3",78.5848002514082,
"ESP","HOUSECOST","REAL","IDX2015","Q","1990-Q4",78.7285663725077,
"ESP","HOUSECOST","REAL","IDX2015","Q","1991-Q1",82.8001189433573,
"ESP","HOUSECOST","REAL","IDX2015","Q","1991-Q2",82.670839004426,
"ESP","HOUSECOST","REAL","IDX2015","Q","1991-Q3",83.9348141607516,
"ESP","HOUSECOST","REAL","IDX2015","Q","1991-Q4",84.2010343631322,
"ESP","HOUSECOST","REAL","IDX2015","Q","1992-Q1",79.4724962998603,
"ESP","HOUSECOST","REAL","IDX2015","Q","1992-Q2",79.0149342151165,
"ESP","HOUSECOST","REAL","IDX2015","Q","1992-Q3",76.1750819822702,
"ESP","HOUSECOST","REAL","IDX2015","Q","1992-Q4",76.3335151406901,
"ESP","HOUSECOST","REAL","IDX2015","Q","1993-Q1",74.0213400423099,
"ESP","HOUSECOST","REAL","IDX2015","Q","1993-Q2",73.7745031985362,
"ESP","HOUSECOST","REAL","IDX2015","Q","1993-Q3",73.5385184018213,
"ESP","HOUSECOST","REAL","IDX2015","Q","1993-Q4",73.0882400751214,
"ESP","HOUSECOST","REAL","IDX2015","Q","1994-Q1",72.4509554826246,
"ESP","HOUSECOST","REAL","IDX2015","Q","1994-Q2",70.8720483467856,
"ESP","HOUSECOST","REAL","IDX2015","Q","1994-Q3",70.7510259846404,
"ESP","HOUSECOST","REAL","IDX2015","Q","1994-Q4",70.9373552515765,
"ESP","HOUSECOST","REAL","IDX2015","Q","1995-Q1",70.1924097809689,
"ESP","HOUSECOST","REAL","IDX2015","Q","1995-Q2",70.6836635648413,
"ESP","HOUSECOST","REAL","IDX2015","Q","1995-Q3",70.0851045545907,
"ESP","HOUSECOST","REAL","IDX2015","Q","1995-Q4",70.4011816492663,
"ESP","HOUSECOST","REAL","IDX2015","Q","1996-Q1",70.5988281217921,
"ESP","HOUSECOST","REAL","IDX2015","Q","1996-Q2",70.5229810235508,
"ESP","HOUSECOST","REAL","IDX2015","Q","1996-Q3",69.1449458845179,
"ESP","HOUSECOST","REAL","IDX2015","Q","1996-Q4",70.4471615534625,
"ESP","HOUSECOST","REAL","IDX2015","Q","1997-Q1",70.3682249056448,
"ESP","HOUSECOST","REAL","IDX2015","Q","1997-Q2",72.2832750678791,
"ESP","HOUSECOST","REAL","IDX2015","Q","1997-Q3",72.1071373842096,
"ESP","HOUSECOST","REAL","IDX2015","Q","1997-Q4",70.0246847139594,
"ESP","HOUSECOST","REAL","IDX2015","Q","1998-Q1",71.1562409388462,
"ESP","HOUSECOST","REAL","IDX2015","Q","1998-Q2",73.2968571157901,
"ESP","HOUSECOST","REAL","IDX2015","Q","1998-Q3",74.8055343233786,
"ESP","HOUSECOST","REAL","IDX2015","Q","1998-Q4",74.5091598232442,
"ESP","HOUSECOST","REAL","IDX2015","Q","1999-Q1",75.5556202440565,
"ESP","HOUSECOST","REAL","IDX2015","Q","1999-Q2",75.6484567881692,
"ESP","HOUSECOST","REAL","IDX2015","Q","1999-Q3",77.3957159031243,
"ESP","HOUSECOST","REAL","IDX2015","Q","1999-Q4",79.1188666459212,
"ESP","HOUSECOST","REAL","IDX2015","Q","2000-Q1",79.4252546219984,
"ESP","HOUSECOST","REAL","IDX2015","Q","2000-Q2",78.8285466239572,
"ESP","HOUSECOST","REAL","IDX2015","Q","2000-Q3",79.1382826132206,
"ESP","HOUSECOST","REAL","IDX2015","Q","2000-Q4",80.2266736075536,
"ESP","HOUSECOST","REAL","IDX2015","Q","2001-Q1",81.9016651179299,
"ESP","HOUSECOST","REAL","IDX2015","Q","2001-Q2",82.6396614076128,
"ESP","HOUSECOST","REAL","IDX2015","Q","2001-Q3",84.1449674462765,
"ESP","HOUSECOST","REAL","IDX2015","Q","2001-Q4",87.124425951318,
"ESP","HOUSECOST","REAL","IDX2015","Q","2002-Q1",90.358607014934,
"ESP","HOUSECOST","REAL","IDX2015","Q","2002-Q2",94.929125402359,
"ESP","HOUSECOST","REAL","IDX2015","Q","2002-Q3",96.9617129423425,
"ESP","HOUSECOST","REAL","IDX2015","Q","2002-Q4",100.11016974242,
"ESP","HOUSECOST","REAL","IDX2015","Q","2003-Q1",104.006385284053,
"ESP","HOUSECOST","REAL","IDX2015","Q","2003-Q2",109.47036851161,
"ESP","HOUSECOST","REAL","IDX2015","Q","2003-Q3",113.280467173865,
"ESP","HOUSECOST","REAL","IDX2015","Q","2003-Q4",117.693050166526,
"ESP","HOUSECOST","REAL","IDX2015","Q","2004-Q1",121.632706847375,
"ESP","HOUSECOST","REAL","IDX2015","Q","2004-Q2",125.202053532322,
"ESP","HOUSECOST","REAL","IDX2015","Q","2004-Q3",128.864192063474,
"ESP","HOUSECOST","REAL","IDX2015","Q","2004-Q4",132.392273773209,
"ESP","HOUSECOST","REAL","IDX2015","Q","2005-Q1",136.26197133237,
"ESP","HOUSECOST","REAL","IDX2015","Q","2005-Q2",139.967785347836,
"ESP","HOUSECOST","REAL","IDX2015","Q","2005-Q3",141.950014134319,
"ESP","HOUSECOST","REAL","IDX2015","Q","2005-Q4",145.356208171165,
"ESP","HOUSECOST","REAL","IDX2015","Q","2006-Q1",148.390241084841,
"ESP","HOUSECOST","REAL","IDX2015","Q","2006-Q2",151.659360786195,
"ESP","HOUSECOST","REAL","IDX2015","Q","2006-Q3",156.824050911927,
"ESP","HOUSECOST","REAL","IDX2015","Q","2006-Q4",161.492089341772,
"ESP","HOUSECOST","REAL","IDX2015","Q","2007-Q1",163.009923764458,
"ESP","HOUSECOST","REAL","IDX2015","Q","2007-Q2",164.746550019145,
"ESP","HOUSECOST","REAL","IDX2015","Q","2007-Q3",165.873620459694,
"ESP","HOUSECOST","REAL","IDX2015","Q","2007-Q4",163.35345935612,
"ESP","HOUSECOST","REAL","IDX2015","Q","2008-Q1",161.245082146001,
"ESP","HOUSECOST","REAL","IDX2015","Q","2008-Q2",158.222312243394,
"ESP","HOUSECOST","REAL","IDX2015","Q","2008-Q3",154.772962939216,
"ESP","HOUSECOST","REAL","IDX2015","Q","2008-Q4",150.949841889652,
"ESP","HOUSECOST","REAL","IDX2015","Q","2009-Q1",149.390128631278,
"ESP","HOUSECOST","REAL","IDX2015","Q","2009-Q2",147.742672127078,
"ESP","HOUSECOST","REAL","IDX2015","Q","2009-Q3",146.760355219512,
"ESP","HOUSECOST","REAL","IDX2015","Q","2009-Q4",145.587989006764,
"ESP","HOUSECOST","REAL","IDX2015","Q","2010-Q1",144.439082793113,
"ESP","HOUSECOST","REAL","IDX2015","Q","2010-Q2",143.746027315202,
"ESP","HOUSECOST","REAL","IDX2015","Q","2010-Q3",140.252312988433,
"ESP","HOUSECOST","REAL","IDX2015","Q","2010-Q4",139.41837245479,
"ESP","HOUSECOST","REAL","IDX2015","Q","2011-Q1",135.419093085611,
"ESP","HOUSECOST","REAL","IDX2015","Q","2011-Q2",131.086229847961,
"ESP","HOUSECOST","REAL","IDX2015","Q","2011-Q3",126.143451644455,
"ESP","HOUSECOST","REAL","IDX2015","Q","2011-Q4",119.757267254439,
"ESP","HOUSECOST","REAL","IDX2015","Q","2012-Q1",114.33239830064,
"ESP","HOUSECOST","REAL","IDX2015","Q","2012-Q2",108.336529002862,
"ESP","HOUSECOST","REAL","IDX2015","Q","2012-Q3",103.491001847635,
"ESP","HOUSECOST","REAL","IDX2015","Q","2012-Q4",101.817514276312,
"ESP","HOUSECOST","REAL","IDX2015","Q","2013-Q1",97.3790151449302,
"ESP","HOUSECOST","REAL","IDX2015","Q","2013-Q2",96.0870818088632,
"ESP","HOUSECOST","REAL","IDX2015","Q","2013-Q3",96.0458849184964,
"ESP","HOUSECOST","REAL","IDX2015","Q","2013-Q4",95.6047044646251,
"ESP","HOUSECOST","REAL","IDX2015","Q","2014-Q1",95.9069026225525,
"ESP","HOUSECOST","REAL","IDX2015","Q","2014-Q2",96.0821769380268,
"ESP","HOUSECOST","REAL","IDX2015","Q","2014-Q3",96.4007453803552,
"ESP","HOUSECOST","REAL","IDX2015","Q","2014-Q4",97.4292339845764,
"ESP","HOUSECOST","REAL","IDX2015","Q","2015-Q1",97.4184903934525,
"ESP","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.9125142075798,
"ESP","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.881268223921,
"ESP","HOUSECOST","REAL","IDX2015","Q","2015-Q4",101.787727175047,
"ESP","HOUSECOST","REAL","IDX2015","Q","2016-Q1",103.272396086579,
"ESP","HOUSECOST","REAL","IDX2015","Q","2016-Q2",104.492421163567,
"ESP","HOUSECOST","REAL","IDX2015","Q","2016-Q3",104.723641397641,
"ESP","HOUSECOST","REAL","IDX2015","Q","2016-Q4",105.311834116258,
"ESP","HOUSECOST","REAL","IDX2015","Q","2017-Q1",106.997319471324,
"ESP","HOUSECOST","REAL","IDX2015","Q","2017-Q2",108.150522568131,
"ESP","HOUSECOST","REAL","IDX2015","Q","2017-Q3",110.171737105981,
"ESP","HOUSECOST","REAL","IDX2015","Q","2017-Q4",111.665198678709,
"ESP","HOUSECOST","REAL","IDX2015","Q","2018-Q1",112.252739992186,
"ESP","HOUSECOST","REAL","IDX2015","Q","2018-Q2",114.531759054404,
"ESP","HOUSECOST","REAL","IDX2015","Q","2018-Q3",115.678241396539,
"ESP","HOUSECOST","REAL","IDX2015","Q","2018-Q4",117.102251254678,
"ESP","HOUSECOST","REAL","IDX2015","Q","2019-Q1",118.723901577574,
"ESP","HOUSECOST","REAL","IDX2015","Q","2019-Q2",119.091096636721,
"ESP","HOUSECOST","REAL","IDX2015","Q","2019-Q3",120.296347455903,
"ESP","HOUSECOST","REAL","IDX2015","Q","2019-Q4",120.482448434714,
"ESP","HOUSECOST","REAL","IDX2015","Q","2020-Q1",121.320673690165,
"ESP","HOUSECOST","REAL","IDX2015","Q","2020-Q2",121.636300795454,
"ESP","HOUSECOST","REAL","IDX2015","Q","2020-Q3",122.524134981145,
"GBR","HOUSECOST","REAL","IDX2015","Q","1968-Q2",22.6062367495784,
"GBR","HOUSECOST","REAL","IDX2015","Q","1968-Q3",22.747255416466,
"GBR","HOUSECOST","REAL","IDX2015","Q","1968-Q4",22.4405816655605,
"GBR","HOUSECOST","REAL","IDX2015","Q","1969-Q1",22.4681030165243,
"GBR","HOUSECOST","REAL","IDX2015","Q","1969-Q2",22.7773549007788,
"GBR","HOUSECOST","REAL","IDX2015","Q","1969-Q3",22.4171537855868,
"GBR","HOUSECOST","REAL","IDX2015","Q","1969-Q4",22.5256285317531,
"GBR","HOUSECOST","REAL","IDX2015","Q","1970-Q1",22.336868846901,
"GBR","HOUSECOST","REAL","IDX2015","Q","1970-Q2",22.5214618030272,
"GBR","HOUSECOST","REAL","IDX2015","Q","1970-Q3",22.7748308464079,
"GBR","HOUSECOST","REAL","IDX2015","Q","1970-Q4",22.3364822644867,
"GBR","HOUSECOST","REAL","IDX2015","Q","1971-Q1",22.3612507370329,
"GBR","HOUSECOST","REAL","IDX2015","Q","1971-Q2",22.6411028060512,
"GBR","HOUSECOST","REAL","IDX2015","Q","1971-Q3",23.3116390921854,
"GBR","HOUSECOST","REAL","IDX2015","Q","1971-Q4",24.2466807307102,
"GBR","HOUSECOST","REAL","IDX2015","Q","1972-Q1",25.3847781781778,
"GBR","HOUSECOST","REAL","IDX2015","Q","1972-Q2",27.6066555205356,
"GBR","HOUSECOST","REAL","IDX2015","Q","1972-Q3",30.5363631006018,
"GBR","HOUSECOST","REAL","IDX2015","Q","1972-Q4",32.0526342950454,
"GBR","HOUSECOST","REAL","IDX2015","Q","1973-Q1",35.2205083229344,
"GBR","HOUSECOST","REAL","IDX2015","Q","1973-Q2",36.5301141592804,
"GBR","HOUSECOST","REAL","IDX2015","Q","1973-Q3",37.6019204690995,
"GBR","HOUSECOST","REAL","IDX2015","Q","1973-Q4",36.5939801294102,
"GBR","HOUSECOST","REAL","IDX2015","Q","1974-Q1",35.3831444752558,
"GBR","HOUSECOST","REAL","IDX2015","Q","1974-Q2",34.0516231829858,
"GBR","HOUSECOST","REAL","IDX2015","Q","1974-Q3",32.584995403294,
"GBR","HOUSECOST","REAL","IDX2015","Q","1974-Q4",31.4537089969416,
"GBR","HOUSECOST","REAL","IDX2015","Q","1975-Q1",29.7088488075365,
"GBR","HOUSECOST","REAL","IDX2015","Q","1975-Q2",28.9202682267474,
"GBR","HOUSECOST","REAL","IDX2015","Q","1975-Q3",28.3541158662721,
"GBR","HOUSECOST","REAL","IDX2015","Q","1975-Q4",27.3166061610831,
"GBR","HOUSECOST","REAL","IDX2015","Q","1976-Q1",26.9683257611411,
"GBR","HOUSECOST","REAL","IDX2015","Q","1976-Q2",26.9543114993498,
"GBR","HOUSECOST","REAL","IDX2015","Q","1976-Q3",26.6155890860043,
"GBR","HOUSECOST","REAL","IDX2015","Q","1976-Q4",25.6984212328081,
"GBR","HOUSECOST","REAL","IDX2015","Q","1977-Q1",25.0049860881937,
"GBR","HOUSECOST","REAL","IDX2015","Q","1977-Q2",24.4223133363546,
"GBR","HOUSECOST","REAL","IDX2015","Q","1977-Q3",24.499338043205,
"GBR","HOUSECOST","REAL","IDX2015","Q","1977-Q4",24.8295486405399,
"GBR","HOUSECOST","REAL","IDX2015","Q","1978-Q1",24.7789542307603,
"GBR","HOUSECOST","REAL","IDX2015","Q","1978-Q2",25.4843117170175,
"GBR","HOUSECOST","REAL","IDX2015","Q","1978-Q3",26.4871616689302,
"GBR","HOUSECOST","REAL","IDX2015","Q","1978-Q4",27.5402830024271,
"GBR","HOUSECOST","REAL","IDX2015","Q","1979-Q1",28.3562024156285,
"GBR","HOUSECOST","REAL","IDX2015","Q","1979-Q2",29.8628029747431,
"GBR","HOUSECOST","REAL","IDX2015","Q","1979-Q3",29.9032160455623,
"GBR","HOUSECOST","REAL","IDX2015","Q","1979-Q4",30.6520190832316,
"GBR","HOUSECOST","REAL","IDX2015","Q","1980-Q1",30.9676295525741,
"GBR","HOUSECOST","REAL","IDX2015","Q","1980-Q2",30.9057020462633,
